NC_000852	JF411744
NC_005290	AB084451
NC_005300	AF467768
NC_005301	AY389361
NC_005302	U88410
NC_005304	AY206394
NC_005309	AY318871
NC_005319	AJ558121
NC_005320	AJ558118
NC_005321	AJ558124
NC_005330	AJ557451
NC_005331	AJ557453
NC_005336	AY386264
NC_005337	AY386265
NC_005339	AY286409
NC_005340	AY135486
NC_005342	AY368235
NC_005343	AY505475
NC_005344	AF547987
NC_005345	AY320035
NC_005347	AY502935
NC_005348	AY502936
NC_005356	AY508486
NC_005357	AY029185
NC_005360	AY388628
NC_005361	AY423772
NC_005635	AJ627904
NC_005636	AJ627905
NC_005775	AF441119
NC_005776	AF484424
NC_005777	AY237111
NC_005778	AJ237843
NC_005790	AF206663
NC_005807	AJ542540
NC_005811	AF511528
NC_005812	AF511529
NC_005830	AJ567472
NC_005831	AY567487
NC_005832	AY150217
NC_005833	AY216660
NC_005842	AY297924
NC_005843	AY339618
NC_005844	AJ558122
NC_005845	AB085793
NC_005846	AB085794
NC_005848	AY496068
NC_005849	AY496069
NC_005850	AY508991
NC_005851	AY508992
NC_005852	AY508993
NC_005853	AY508994
NC_005854	U35145
NC_005855	AY044137
NC_005856	AF234172
NC_005859	AY543070
NC_005872	AJ635161
NC_005874	AJ542499
NC_005879	AY505112
NC_005880	KF766114
NC_005881	AY509253
NC_005882	AY539836
NC_005883	AY561500
NC_005885	AY576796
NC_005887	AY605181
NC_005888	M95589
NC_005890	AY494853
NC_005891	AY510084
NC_005892	AY569307
NC_005893	AY605066
NC_005894	AF485262
NC_005895	AY488137
NC_005896	AY488138
NC_005897	AY494081
NC_005898	AY594352
NC_005899	AY594353
NC_005902	AY380826
NC_005903	AY623626
NC_005904	AY623627
NC_005905	AY430810
NC_005906	AY349019
NC_005946	AY548484
NC_005948	AB012573
NC_005949	AB012574
NC_005953	AB182263
NC_005956	BX897699(1602076.1680868)
NC_005974	AY618417
NC_005975	AY618418
NC_005976	AY156521
NC_005977	AY156522
NC_005978	AF297176
NC_005979	AF297177
NC_005980	AF297178
NC_005981	AF297179
NC_005982	AJ459382
NC_005983	AJ459383
NC_005985	AY038069
NC_005986	AB014725
NC_005987	AB014726
NC_005988	AB014727
NC_005989	AB014728
NC_005990	AB018086
NC_005991	AB018087
NC_005992	AB018088
NC_005993	AB018089
NC_005994	AB018090
NC_005995	AB018091
NC_005996	AF021235
NC_005997	AF133431
NC_005998	AF133432
NC_005999	AF145400
NC_006000	AF145401
NC_006001	AF145402
NC_006002	AF145403
NC_006003	AF145404
NC_006004	AF145405
NC_006005	AF145406
NC_006006	AF145407
NC_006007	D00500
NC_006008	D00509
NC_006009	D12479
NC_006010	D12532
NC_006011	D12533
NC_006012	D14402
NC_006013	M11787
NC_006014	M22096
NC_006015	M28981
NC_006016	M69090
NC_006017	M94681
NC_006018	M94682
NC_006019	U33000
NC_006020	U73658
NC_006021	U94887
NC_006022	X06463
NC_006023	X12819
NC_006024	Y00421
NC_006025	Y00422
NC_006051	AY535016
NC_006052	AY535017
NC_006053	AY535018
NC_006054	AY535019
NC_006056	AY017339
NC_006057	AY303786
NC_006059	AY366208
NC_006060	AY366209
NC_006061	AJ508757
NC_006062	AJ557128
NC_006063	AJ557129
NC_006064	AY500236
NC_006065	AY500237
NC_006066	AY500238
NC_006144	AY598782
NC_006146	AY037858
NC_006147	U22967
NC_006148	AY349010
NC_006150	AY186194
NC_006152	AF085716
NC_006213	AY585228
NC_006232	AY651850
NC_006259	AF406966
NC_006262	AY437609
NC_006265	AY695933
NC_006267	AJ810093
NC_006271	AJ621357
NC_006272	AJ621358
NC_006273	AY446894
NC_006275	AY705784
NC_006276	AY705785
NC_006294	AY714348
NC_006296	X98291
NC_006306	AB283001
NC_006307	AB126191
NC_006308	AB126192
NC_006309	AB126193
NC_006310	AB126194
NC_006311	AB126195
NC_006312	AB126196
NC_006313	AY358026
NC_006314	AY654892
NC_006315	AY654893
NC_006316	AY654894
NC_006317	U41071
NC_006318	X53794
NC_006319	X68414
NC_006320	X89628
NC_006358	AY727903
NC_006359	AY727904
NC_006367	AB176964
NC_006383	AJ849636
NC_006384	AJ851005
NC_006428	X64275
NC_006429	Y09762
NC_006430	AF052755
NC_006431	AY307099
NC_006432	AY729654
NC_006439	AF427517
NC_006440	AJ781167
NC_006441	AJ781168
NC_006447	K02734
NC_006495	AF004985
NC_006496	AF006073
NC_006497	AF404340
NC_006498	AF404341
NC_006499	AF404342
NC_006500	AF404343
NC_006501	AF404344
NC_006502	AF404345
NC_006503	AF404346
NC_006504	AF527531
NC_006505	AY373381
NC_006506	M77280
NC_006507	X96872
NC_006508	Y17873
NC_006548	AF232233
NC_006549	AY521625
NC_006550	AY461421
NC_006551	AY453411
NC_006552	AY625898
NC_006553	AY563023
NC_006555	AY665654
NC_006556	AY722806
NC_006557	AY616446
NC_006558	AY702913
NC_006559	AY634314
NC_006560	AY714813
NC_006563	AY609301
NC_006564	AY722648
NC_006565	AY682195
NC_006566	AY682102
NC_006567	AY707771
NC_006568	AY707772
NC_006574	AY772169
NC_006575	AY772170
NC_006577	AY597011
NC_006631	AJ786711
NC_006632	AJ786712
NC_006820	AJ630128
NC_006874	AJ865338
NC_006876	AJ865340
NC_006879	AY771780
NC_006882	AY939843
NC_006883	AY939844
NC_006884	AY940168
NC_006934	AY842951
NC_006936	AY236756
NC_006937	AY533037
NC_006938	AY576273
NC_006939	AY616760
NC_006940	AY730274
NC_006941	AY578085
NC_006942	AY674964
NC_006943	AY707100
NC_006944	AY792620
NC_006945	AY701338
NC_006946	AY713379
NC_006948	AY789138
NC_006950	AY884005
NC_006951	AY684126
NC_006955	AY805074
NC_006960	AY533036
NC_006961	AY533038
NC_006962	AY776334
NC_006963	AY776335
NC_006964	AY860978
NC_006965	AY860979
NC_006966	AY689436
NC_006995	AJ876550
NC_006998	AY243312
NC_006999	AB194806
NC_007000	AB194807
NC_007001	AB194808
NC_007002	AY493509
NC_007003	AY750155
NC_007016	AY528864
NC_007017	AY613852
NC_007018	AY622943
NC_007019	AY699705
NC_007020	AY840978
NC_007021	AY954970
NC_007023	AY967407
NC_007024	AY986977
NC_007026	AB186897
NC_007027	AB186898
NC_007046	AY954949
NC_007047	AY954950
NC_007048	AY954951
NC_007049	AY954952
NC_007050	AY954953
NC_007051	AY954954
NC_007052	AY954955
NC_007053	AY954956
NC_007054	AY954957
NC_007055	AY954958
NC_007056	AY954959
NC_007057	AY954960
NC_007058	AY954961
NC_007059	AY954962
NC_007060	AY954963
NC_007061	AY954964
NC_007062	AY954965
NC_007063	AY954966
NC_007064	AY954967
NC_007065	AY954968
NC_007066	AY954969
NC_007067	AJ971257
NC_007069	AJ877914
NC_007145	DQ087285
NC_007147	AY642590
NC_007149	DQ029335
NC_007150	AY763115
NC_007151	AY864330
NC_007154	AF049704
NC_007155	AF049705
NC_007156	AF050086
NC_007157	AF356083
NC_007158	AF359556
NC_007159	AY029520
NC_007160	AY029521
NC_007161	AY297693
NC_007162	AY297694
NC_007163	AY789927
NC_007180	AJ851866
NC_007189	AM040673
NC_007192	AJ633822
NC_007193	AB193315
NC_007210	AJ965539
NC_007211	AJ965540
NC_007212	AJ965541
NC_007213	AJ967003
NC_007216	AY656816
NC_007217	AY950802
NC_007219	AY705381
NC_007221	AY738336
NC_007222	AY738337
NC_007241	AY751737
NC_007242	AY751738
NC_007289	AJ863509
NC_007290	AY705380
NC_007291	DQ121662
NC_007338	AF509742
NC_007339	AF509743
NC_007340	AY903447
NC_007341	AY903448
NC_007346	AJ890364
NC_007383	DQ017380
NC_007408	AB206396
NC_007409	AJ888457
NC_007415	AY147260
NC_007433	AJ865076
NC_007447	AY427798
NC_007448	AY881628
NC_007451	AY848686
NC_007454	AY900001
NC_007459	AY728262
NC_007501	AY131267
NC_007518	AB218608
NC_007522	AB193726
NC_007523	AF527633
NC_007524	AB073276
NC_007525	AB073277
NC_007526	AB073278
NC_007527	AB073279
NC_007528	AB073280
NC_007529	AB073281
NC_007531	AB073282
NC_007532	AB073283
NC_007533	AB098022
NC_007534	AB098023
NC_007535	AB102674
NC_007536	AB102675
NC_007537	AB113347
NC_007538	AB113348
NC_007539	AF296439
NC_007540	AF296440
NC_007541	AF296441
NC_007542	AF296442
NC_007543	AJ132203
NC_007544	AJ132204
NC_007545	AJ132205
NC_007546	AJ303139
NC_007547	AJ304859
NC_007548	DQ113897
NC_007549	DQ113898
NC_007550	DQ113899
NC_007551	DQ113900
NC_007552	DQ113901
NC_007553	DQ113902
NC_007554	DQ113903
NC_007555	DQ113904
NC_007556	DQ113905
NC_007557	DQ113906
NC_007558	DQ113907
NC_007569	M81488
NC_007570	X59843
NC_007571	X77257
NC_007572	X79442
NC_007573	X83967
NC_007574	X96697
NC_007580	DQ525916
NC_007582	AF418294
NC_007583	AF418295
NC_007584	AF418296
NC_007585	AF418297
NC_007586	AF418298
NC_007587	AF418300
NC_007588	AF418301
NC_007589	AF418302
NC_007590	AF418303
NC_007591	AF418304
NC_007592	AF418299
NC_007603	AM156909
NC_007605	AJ507799
NC_007609	AY789137
NC_007610	DQ004855
NC_007612	DQ217793
NC_007623	AJ697969
NC_007636	AM084414
NC_007637	AM084415
NC_007638	AM050730
NC_007639	AM050732
NC_007642	AJ867584
NC_007646	AY839756
NC_007647	D32136
NC_007648	AJ000929
NC_007649	AB014344
NC_007653	DQ149153
NC_007656	AY701509
NC_007657	AY701510
NC_007658	AY701511
NC_007659	AY701512
NC_007660	AY701513
NC_007661	AY701514
NC_007662	AY701515
NC_007663	AY701516
NC_007664	AY701517
NC_007665	AY701518
NC_007666	DQ087276
NC_007667	DQ087277
NC_007668	DQ087278
NC_007669	DQ087279
NC_007670	DQ087280
NC_007671	DQ087281
NC_007672	DQ087282
NC_007673	DQ087283
NC_007674	DQ087284
NC_007679	AB219105
NC_007709	AP008979
NC_007710	AP008986
NC_007711	AM072289
NC_007723	AJ875159
NC_007724	AJ971263
NC_007726	DQ336350
NC_007727	DQ336351
NC_007728	AB246773
NC_007729	AF266518
NC_007730	AM182232
NC_007731	AY863024
NC_007733	DQ219415
NC_007734	DQ289555
NC_007736	AY701339
NC_007737	AY701340
NC_007738	AY701341
NC_007739	AY701342
NC_007740	AY701343
NC_007741	AY701344
NC_007742	AY701345
NC_007743	AY701346
NC_007744	AY701347
NC_007745	AY701348
NC_007746	AY701349
NC_007747	AY701350
NC_007748	DQ248057
NC_007749	DQ248058
NC_007750	DQ248059
NC_007751	DQ248060
NC_007752	DQ248061
NC_007753	DQ248062
NC_007754	DQ248063
NC_007755	DQ248064
NC_007756	DQ248065
NC_007757	DQ248066
NC_007767	AP009046
NC_007803	DQ100461
NC_007804	DQ126339
NC_007806	DQ163913
NC_007807	DQ163914
NC_007808	DQ163915
NC_007809	DQ163916
NC_007810	DQ163917
NC_007814	DQ150593
NC_007816	EU127904
NC_007817	DQ079869
NC_007818	DQ079870
NC_007819	DQ079871
NC_007820	DQ079872
NC_007822	DQ079874
NC_007823	DQ079875
NC_007824	DQ079876
NC_007825	DQ079877
NC_007827	DQ079879
NC_007903	AY342390
NC_007904	DQ328876
NC_007905	DQ328877
NC_007906	DQ328878
NC_007913	AB219545
NC_007914	AF191796
NC_007915	AY570982
NC_007916	DQ013304
NC_007917	AY855346
NC_007918	AF191797
NC_007919	GQ257737
NC_007920	DQ399289
NC_007921	DQ123841
NC_007922	DQ192570
NC_007923	DQ192571
NC_007965	AF068636
NC_007966	AY965899
NC_008017	M89923
NC_008020	AJ620300
NC_008028	DQ299908
NC_008029	DQ288865
NC_008030	DQ356948
NC_008032	DQ091200
NC_008033	DQ172906
NC_008034	DQ473478
NC_008035	DQ486030
NC_008037	AF277662
NC_008038	L28145
NC_008039	U57648
NC_008040	AY324869
NC_008041	AY324870
NC_008056	DQ356428
NC_008057	DQ406674
NC_008058	DQ520943
NC_008059	DQ520944
NC_008094	L21974
NC_008152	AY370674
NC_008168	DQ333351
NC_008169	DQ352194
NC_008170	DQ352195
NC_008171	DQ126101
NC_008172	DQ126102
NC_008173	DQ126103
NC_008174	DQ126104
NC_008175	DQ126105
NC_008176	DQ126106
NC_008177	DQ126107
NC_008178	DQ126108
NC_008179	DQ126109
NC_008180	DQ126110
NC_008181	DQ126111
NC_008182	DQ344639
NC_008183	DQ344640
NC_008184	AY956402
NC_008187	DQ643392
NC_008188	DQ080078
NC_008189	DQ080081
NC_008193	DQ114220
NC_008194	DQ398041
NC_008195	DQ398044
NC_008196	DQ398045
NC_008199	DQ398049
NC_008200	DQ398051
NC_008201	DQ426904
NC_008202	DQ398042
NC_008203	DQ398043
NC_008205	DQ398050
NC_008206	DQ398052
NC_008208	DQ529280
NC_008210	DQ665652
NC_008211	DQ665917
NC_008236	AM183224
NC_008249	AY956384
NC_008250	DQ226541
NC_008251	DQ660333
NC_008252	DQ317692
NC_008266	AM158439
NC_008267	AF189018
NC_008283	AB267834
NC_008284	AB267835
NC_008291	DQ437594
NC_008292	DQ455582
NC_008293	DQ504428
NC_008294	DQ836063
NC_008296	DQ149023
NC_008297	DQ295066
NC_008298	DQ366842
NC_008299	DQ116884
NC_008300	AB038343
NC_008301	DQ256123
NC_008302	DQ256124
NC_008303	DQ256125
NC_008304	DQ318937
NC_008305	DQ318938
NC_008306	AB061774
NC_008307	AB061773
NC_008310	AF395898
NC_008317	AM238692
NC_008329	AM236784
NC_008348	AY394490
NC_008361	AM398843
NC_008363	DQ054536
NC_008364	DQ490056
NC_008365	AM040955
NC_008366	DQ860839
NC_008367	DQ875742
NC_008370	DQ227763
NC_008373	AY602165
NC_008374	AY602166
NC_008375	DQ146997
NC_008376	DQ340064
NC_008377	DQ875879
NC_008393	AM181350
NC_008464	AB255436
NC_008492	DQ875868
NC_008493	DQ875869
NC_008494	DQ875870
NC_008495	DQ875871
NC_008514	DQ399789
NC_008515	DQ904452
NC_008516	DQ898157
NC_008517	AY754814
NC_008519	DQ664501
NC_008520	DQ813662
NC_008521	DQ845074
NC_008522	DQ845075
NC_008524	AY754815
NC_008552	AM182569
NC_008558	AY994084
NC_008559	AM236755
NC_008562	AB231700
NC_008574	AB259123
NC_008575	AB259124
NC_008579	AM410551
NC_008582	DQ269468
NC_008583	DQ530359
NC_008585	DQ357218
NC_008586	DQ837165
NC_008614	AB261167
NC_008617	DQ530361
NC_008689	AB243556
NC_008694	AM183667
NC_008695	AM419438
NC_008706	AY363228
NC_008707	AY743591
NC_008708	DQ318818
NC_008714	AY462106
NC_008716	DQ356949
NC_008717	DQ631426
NC_008718	DQ837641
NC_008719	DQ837642
NC_008720	EF056009
NC_008722	DQ831957
NC_008723	DQ834250
NC_008724	EF101928
NC_008725	EF125867
NC_008728	AF395872
NC_008729	AF395873
NC_008730	AF499926
NC_008731	AF499927
NC_008732	AF499928
NC_008733	AF499925
NC_008734	AY607586
NC_008735	AY607587
NC_008736	AY923115
NC_008737	DQ023312
NC_008779	DQ875872
NC_008780	DQ875873
NC_008794	EF165536
NC_008798	AP008953
NC_008799	AP008954
NC_008824	AM182028
NC_009010	DQ822073
NC_009011	EF035042
NC_009013	DQ388879
NC_009014	EF160123
NC_009015	EF153632
NC_009016	EF057797
NC_009017	EF207438
NC_009019	EF065505
NC_009020	EF065509
NC_009021	EF065513
NC_009025	EF219380
NC_009026	AY632536
NC_009028	AY632539
NC_009029	AY632541
NC_009030	EF194760
NC_009031	AM491778
NC_009032	DQ388880
NC_009041	EF375551
NC_009087	AM493895
NC_009127	DQ657948
NC_009225	AB290917
NC_009231	DQ466086
NC_009232	EF177456
NC_009233	EF133465
NC_009234	CP000623
NC_009235	CP000625
NC_009236	CP000624
NC_009237	CP000622
NC_009238	EF127906
NC_009240	EF203088
NC_009241	D13410
NC_009242	D13411
NC_009243	D13774
NC_009244	D86439
NC_009245	AB030009
NC_009246	D01047
NC_009247	D76429
NC_009248	AB254451
NC_009249	AB254452
NC_009250	AB254453
NC_009251	AB254454
NC_009252	AB254455
NC_009333	AF148805
NC_009382	AB276040
NC_009383	EF492068
NC_009424	V01201
NC_009448	EF165067
NC_009450	AB236324
NC_009451	EF408037
NC_009452	EF432053
NC_009489	EF095490
NC_009490	AY927277
NC_009491	EF547938
NC_009503	DQ288858
NC_009526	DQ517338
NC_009527	EF157976
NC_009528	EF157977
NC_009530	EF517277
NC_009531	EF372997
NC_009532	EF554577
NC_009533	EF589670
NC_009536	U17389
NC_009537	EF584664
NC_009538	EF584665
NC_009539	EF444549
NC_009540	AY308796
NC_009541	DQ431235
NC_009542	DQ674738
NC_009543	DQ777876
NC_009545	DQ641694
NC_009546	DQ641695
NC_009547	DQ641696
NC_009548	DQ641697
NC_009549	DQ641698
NC_009550	DQ641701
NC_009551	EF537008
NC_009553	DQ871221
NC_009558	DQ641712
NC_009559	DQ641713
NC_009560	DQ641714
NC_009561	DQ641715
NC_009562	DQ641716
NC_009563	DQ641718
NC_009570	AB308071
NC_009571	AB287442
NC_009603	EF579802
NC_009604	EF602154
NC_009605	AJ508783
NC_009606	AJ608286
NC_009607	DQ207749
NC_009608	AB244417
NC_009609	AB244418
NC_009612	EF534708
NC_009640	BK005918
NC_009642	DQ355023
NC_009643	DQ123818
NC_009644	DQ641688
NC_009645	DQ641690
NC_009646	DQ641689
NC_009647	DQ641691
NC_009657	DQ648858
NC_009737	DQ840344
NC_009741	DQ821938
NC_009742	DQ851493
NC_009744	DQ851495
NC_009745	DQ851496
NC_009757	EF198241
NC_009758	EF198242
NC_009759	EU020009
NC_009761	EF462197
NC_009762	EF462198
NC_009764	EF527260
NC_009799	AJ278322
NC_009803	EU100883
NC_009804	EU100884
NC_009805	EF608612
NC_009810	DQ003637
NC_009811	DQ003638
NC_009812	DQ003639
NC_009816	DQ499600
NC_009817	DQ535032
NC_009818	DQ873690
NC_009820	EF536069
NC_009821	EF437941
NC_009824	D17763
NC_009826	Y13184
NC_009875	EU136189
NC_009877	AY500152
NC_009878	AY500153
NC_009884	AJ854042
NC_009891	EU142040
NC_009892	EF693898
NC_009893	AB294512
NC_009894	AB190458
NC_009895	AB100604
NC_009896	AB000851
NC_009898	DQ491002
NC_009904	AP009390
NC_009935	AM265638
NC_009936	AM265639
NC_009944	AJ781163
NC_009945	AJ781164
NC_009946	AJ781165
NC_009947	AJ781166
NC_009951	AM748741
NC_009952	CP000830(1649803.2306161)
NC_009965	AJ875026
NC_009986	EU030938
NC_009987	EF506570
NC_009988	EF203064
NC_009989	DQ106414
NC_009991	EU162589
NC_009992	EF546442
NC_009993	EU203571
NC_009994	EF219408
NC_009995	EF579955
NC_009996	EF582385
NC_010105	EF469154
NC_010106	EF460875
NC_010116	AM749441
NC_010147	AB370268
NC_010148	EU280314
NC_010152	AM087121
NC_010153	AM087122
NC_010154	AM087123
NC_010155	AM087120
NC_010165	EF617306
NC_010178	AF414119
NC_010191	EU304328
NC_010226	EF584537
NC_010237	EU311208
NC_010239	EF175734
NC_010240	EU255577
NC_010246	AB300379
NC_010247	AF485256
NC_010248	U34248
NC_010249	AY216502
NC_010250	AY216514
NC_010251	AY216517
NC_010252	AY216519
NC_010253	AY012687
NC_010254	AF512832
NC_010255	AY924390
NC_010256	AY924391
NC_010276	EU309041
NC_010277	HM011556
NC_010293	DQ356429
NC_010294	EU339936
NC_010295	AB353071
NC_010297	AM933578
NC_010305	EU074853
NC_010306	AF227196
NC_010307	EU377539
NC_010308	AB366022
NC_010313	EU350585
NC_010314	EF546808
NC_010315	EF546809
NC_010316	EF546810
NC_010317	EF546811
NC_010318	EF546812
NC_010319	EF546813
NC_010324	EU330206
NC_010325	AM910650
NC_010326	AM910651
NC_010329	EF467176
NC_010342	EU399241
NC_010352	EU244915
NC_010353	EF529515
NC_010354	EU236594
NC_010356	EF568108
NC_010415	AF326766
NC_010416	AB304848
NC_010417	EU273818
NC_010429	EF489910
NC_010434	EU489641
NC_010437	EU420138
NC_010438	EU420139
NC_010439	EU487042
NC_010440	EU487046
NC_010489	EF552433
NC_010490	EF552434
NC_010491	EF552435
NC_010495	AM491472
NC_010521	EU259611
NC_010537	EU545650
NC_010538	EU527979
NC_010560	EU191904
NC_010561	EU191905
NC_010562	EU260463
NC_010563	EU260464
NC_010576	EU081845
NC_010583	CP000917
NC_010584	EF589098
NC_010585	EF589099
NC_010586	EF589100
NC_010587	EF589101
NC_010588	EF589102
NC_010589	EF589103
NC_010590	EF589104
NC_010591	EF589105
NC_010592	EF589106
NC_010593	EF589107
NC_010594	EF589108
NC_010618	EU585781
NC_010620	EU589450
NC_010646	EU111742
NC_010647	EF585290
NC_010648	EF585291
NC_010661	DQ077912
NC_010662	DQ077913
NC_010663	DQ178179
NC_010664	DQ178180
NC_010665	EF634320
NC_010666	EF634321
NC_010667	EF634322
NC_010668	EF634323
NC_010669	EF634324
NC_010670	EF634325
NC_010671	EU522111
NC_010700	AF228063
NC_010701	AF485263
NC_010702	AY924393
NC_010703	AY924395
NC_010704	AY526097
NC_010705	AY247204
NC_010706	AY247205
NC_010707	DQ825770
NC_010708	DQ825771
NC_010709	AB295643
NC_010710	AB295644
NC_010713	DQ641692
NC_010714	DQ641693
NC_010732	EF529624
NC_010735	EU564817
NC_010736	EU410442
NC_010737	EU554423
NC_010739	EF536349
NC_010743	AY277888
NC_010744	AY277889
NC_010745	AY277890
NC_010746	AB179636
NC_010747	AB179637
NC_010748	AB179638
NC_010749	AB179639
NC_010750	AB179640
NC_010751	AB179641
NC_010752	AB179642
NC_010753	AB179643
NC_010754	AY603051
NC_010755	AY603052
NC_010756	AF485261
NC_010757	AF512831
NC_010758	AF512830
NC_010759	EU627611
NC_010760	EU627612
NC_010761	EU627613
NC_010791	EU596959
NC_010792	EU596960
NC_010797	EU445699
NC_010799	AM296025
NC_010806	EU024678
NC_010807	EU547803
NC_010808	AB370205
NC_010809	EU000534
NC_010810	EU376394
NC_010811	AB366653
NC_010812	DQ866124
NC_010818	EU360303
NC_010820	M74895
NC_010821	EU197055
NC_010832	AM745758
NC_010833	EU710752
NC_010834	EU710753
NC_010835	EU710754
NC_010836	EU710755
NC_010837	EU710756
NC_010838	EU710757
NC_010839	AM992534
NC_010840	AM884015
NC_010944	AM398436
NC_010946	EF197941
NC_010947	EF602306
NC_010948	DQ395343
NC_010949	EF417915
NC_010950	EF417916
NC_010951	EU158095
NC_010952	EU158096
NC_010953	EU158097
NC_010954	AM039800
NC_010956	AJ854486
NC_010984	AB368492
NC_010985	EF120984
NC_010986	EF120985
NC_010987	EF681764
NC_010988	EF681765
NC_010989	AB438027
NC_010990	AB438028
NC_010991	AB438029
NC_011019	EU744248
NC_011020	EU744251
NC_011021	EU744249
NC_011023	EU744250
NC_011024	EU734831
NC_011038	EU734170
NC_011039	EU770222
NC_011040	EU734171
NC_011041	DQ832317
NC_011042	EU734172
NC_011043	EU734173
NC_011044	EU770221
NC_011045	EU734174
NC_011046	EU221285
NC_011048	EU771092
NC_011051	EF680235
NC_011054	EU816590
NC_011055	EU816588
NC_011056	EU816591
NC_011062	EU835937
NC_011065	EU770620
NC_011066	EU770621
NC_011067	EU770622
NC_011068	EU770623
NC_011069	EU770624
NC_011070	EU770625
NC_011085	EU652770
NC_011097	EU853709
NC_011104	EU246945
NC_011105	EU056923
NC_011106	AB432910
NC_011107	EU236438
NC_011108	EU081018
NC_011109	EU240894
NC_011132	EU606015
NC_011135	EU910141
NC_011142	EU876853
NC_011165	FM201281
NC_011166	FM201282
NC_011167	EU874396
NC_011181	EU914817
NC_011182	EU914818
NC_011183	EU916176
NC_011187	AM940437
NC_011201	AB451219
NC_011202	AY163756
NC_011203	DQ086466
NC_011217	EU030939
NC_011267	EU826470
NC_011268	EU798996
NC_011273	EU826466
NC_011280	EF395818
NC_011287	FJ174692
NC_011288	FJ174690
NC_011289	FJ174693
NC_011291	FJ168659
NC_011292	FJ174691
NC_011309	FJ177030
NC_011310	FJ188392
NC_011317	EU233812
NC_011335	CU469068
NC_011344	AP009363
NC_011345	EU839994
NC_011346	FJ011668
NC_011347	FJ011669
NC_011348	FJ174698
NC_011349	DQ641257
NC_011356	FJ184280
NC_011357	FJ188381
NC_011372	EF580100
NC_011398	EU719189
NC_011399	AB434711
NC_011400	FJ222451
NC_011421	FJ230960
NC_011500	DQ838599
NC_011501	DQ838610
NC_011502	DQ838615
NC_011503	DQ838620
NC_011504	DQ838625
NC_011505	DQ838630
NC_011506	DQ838635
NC_011507	DQ838640
NC_011508	DQ838645
NC_011509	DQ838650
NC_011510	DQ841262
NC_011515	FJ188473
NC_011523	EU408779
NC_011525	EU433397
NC_011530	EU493092
NC_011532	EF687738
NC_011534	FJ194439
NC_011535	AY830918
NC_011536	AM990928
NC_011537	AY751777
NC_011538	AY751778
NC_011539	AY751779
NC_011540	DQ098905
NC_011541	AM158908
NC_011543	AJ867490
NC_011544	AJ620114
NC_011547	FJ376619
NC_011550	FJ376622
NC_011551	EU794049
NC_011552	DQ117579
NC_011553	DQ091193
NC_011554	DQ091194
NC_011555	DQ091195
NC_011556	EU489061
NC_011557	EU489062
NC_011558	AB075039
NC_011559	AY751780
NC_011560	AY626825
NC_011568	AB114138
NC_011583	AJ717572
NC_011584	AJ704971
NC_011588	EU747721
NC_011590	FJ409044
